Load	Tipo de Veículo	Tipo Transporte	 Valor do Frete 
458726	Truck	Convencional	   4.171,00 
470837	Truck	Convencional	   5.931,00 
986538	Truck	Convencional	   6.620,40 
791462	Truck	Convencional	   4.418,00 
223870	Truck	Convencional	   4.254,00 
769918	Truck	Convencional	   3.067,00 
748890	Truck	Convencional	   5.508,00 
566686	Truck	Convencional	   3.206,00 
869483	Truck	Convencional	   4.945,20 
729609	Truck	Convencional	   5.555,00 
470357	Truck	Convencional	   5.557,20 
901527	Truck	Convencional	   5.186,40 
625557	Truck	Convencional	   3.331,00 
459680	Truck	Convencional	   5.757,60 
250578	Truck	Convencional	   4.816,00 
765568	Truck	Convencional	   3.643,20 
369702	Truck	Convencional	   5.486,00 
669597	Truck	Convencional	   3.931,00 
249513	Truck	Convencional	   3.561,00 
459959	Truck	Convencional	   4.887,00 
598542	Truck	Convencional	   4.432,80 
328189	Truck	Convencional	   4.114,00 
537681	Truck	Convencional	   5.520,00 
570241	Truck	Convencional	   3.674,40 
291901	Truck	Convencional	   4.901,00 
909136	Truck	Convencional	   5.198,00 
980917	Truck	Convencional	   4.321,00 
121439	Truck	Convencional	   4.261,00 
978159	Truck	Convencional	   6.928,80 
468512	Truck	Convencional	   3.951,00 
267295	Truck	Convencional	   3.896,00 
405429	Truck	Convencional	   3.362,00 
204077	Truck	Convencional	   4.074,00 
688998	Truck	Convencional	   6.361,20 
372198	Truck	Convencional	   3.912,00 
639103	Truck	Convencional	   6.174,00 
618756	Truck	Convencional	   7.020,00 
915753	Truck	Convencional	   6.718,80 
184509	Truck	Convencional	   3.344,00 
160897	Truck	Convencional	   4.190,00 
906727	Truck	Convencional	   6.006,00 
499830	Truck	Convencional	   3.461,00 
391540	Truck	Convencional	   6.594,00 
659459	Truck	Convencional	   3.490,00 
907493	Truck	Convencional	   3.696,00 
361011	Truck	Convencional	   5.217,00 
265950	Truck	Convencional	   3.949,00 
570599	Truck	Convencional	   4.640,40 
884813	Truck	Convencional	   4.693,00 
365380	Truck	Convencional	   6.318,00 
343224	Truck	Convencional	   6.639,60 
314380	Truck	Convencional	   6.484,80 
201154	Truck	Convencional	   5.884,80 
373621	Truck	Convencional	   5.714,00 
441468	Truck	Convencional	   4.463,00 
268635	Truck	Convencional	   4.022,40 
958397	Truck	Convencional	   3.462,00 
811889	Truck	Convencional	   4.754,00 
465066	Truck	Convencional	   3.463,00 
314783	Truck	Convencional	   6.826,80 
645998	Truck	Convencional	   4.497,00 
328440	Truck	Convencional	   5.172,00 
590614	Truck	Convencional	   4.757,00 
592360	Truck	Convencional	   3.229,00 
196201	Truck	Convencional	   5.028,00 
343168	Truck	Convencional	   5.503,20 
954105	Truck	Convencional	   6.900,00 
448547	Truck	Convencional	   5.158,00 
722471	Truck	Convencional	   5.700,00 
675581	Truck	Convencional	   4.441,00 
921104	Truck	Convencional	   5.054,00 
770779	Truck	Convencional	   4.001,00 
948127	Truck	Convencional	   6.613,20 
675931	Truck	Convencional	   4.623,00 
130907	Truck	Convencional	   5.443,00 
916360	Truck	Convencional	   3.442,00 
964546	Truck	Convencional	   4.412,00 
153189	Truck	Convencional	   3.143,00 
298745	Truck	Convencional	   3.976,00 
791840	Truck	Convencional	   5.440,00 
237973	Truck	Convencional	   4.726,80 
229562	Truck	Convencional	   3.756,00 
306039	Truck	Convencional	   4.227,00 
790855	Truck	Convencional	   6.474,00 
892853	Truck	Convencional	   3.679,20 
989278	Truck	Convencional	   5.262,00 
254031	Truck	Convencional	   6.700,80 
780990	Truck	Convencional	   7.179,60 
894000	Truck	Convencional	   6.879,60 
212664	Truck	Convencional	   5.528,40 
168960	Truck	Convencional	   3.314,00 
763599	Truck	Convencional	   3.921,00 
284757	Truck	Convencional	   3.658,00 
922369	Truck	Convencional	   5.911,00 
239310	Truck	Convencional	   4.855,00 
290583	Truck	Convencional	   3.804,00 
305135	Truck	Convencional	   4.942,80 
140441	Truck	Convencional	   3.399,00 
851491	Truck	Convencional	   3.293,00 
886818	Truck	Convencional	   4.481,00 
761141	Truck	Convencional	   5.957,00 
675525	Truck	Convencional	   3.015,00 
728468	Truck	Convencional	   6.957,60 
785272	Truck	Convencional	   5.763,60 
901284	Truck	Convencional	   5.209,00 
808425	Truck	Convencional	   3.311,00 
991694	Truck	Convencional	   5.758,80 
678829	Truck	Convencional	   4.955,00 
959659	Truck	Convencional	   5.662,00 
684098	Truck	Convencional	   3.480,00 
505119	Truck	Convencional	   4.688,40 
996273	Truck	Convencional	   4.416,00 
220143	Truck	Convencional	   3.789,60 
412484	Truck	Convencional	   4.927,00 
420067	Truck	Convencional	   4.989,60 
682257	Truck	Convencional	   5.595,60 
260935	Truck	Convencional	   4.038,00 
314263	Truck	Convencional	   7.113,60 
502561	Truck	Convencional	   5.199,00 
610035	Truck	Convencional	   4.403,00 
135543	Truck	Convencional	   3.381,00 
926457	Truck	Convencional	   4.891,20 
815763	Truck	Convencional	   3.528,00 
810474	Truck	Convencional	   4.858,80 
737170	Truck	Convencional	   3.896,40 
488696	Truck	Convencional	   3.850,80 
524011	Truck	Convencional	   4.752,00 
347181	Truck	Convencional	   4.070,40 
597939	Truck	Convencional	   4.411,00 
119649	Truck	Convencional	   5.631,00 
137301	Truck	Convencional	   5.839,20 
712212	Truck	Convencional	   4.962,00 
411383	Truck	Convencional	   5.328,00 
623371	Truck	Convencional	   4.300,80 
505405	Truck	Convencional	   6.766,80 
300170	Truck	Convencional	   4.103,00 
222315	Truck	Convencional	   6.968,40 
780313	Truck	Convencional	   3.501,00 
217599	Truck	Convencional	   6.566,40 
482959	Truck	Convencional	   4.648,00 
310564	Truck	Convencional	   5.362,80 
617480	Truck	Convencional	   4.396,00 
966571	Truck	Convencional	   5.535,60 
810728	Truck	Convencional	   3.941,00 
186029	Truck	Convencional	   6.880,80 
257348	Truck	Convencional	   3.702,00 
898227	Truck	Convencional	   5.026,00 
146501	Truck	Convencional	   5.681,00 
795488	Truck	Convencional	   7.023,60 
639233	Truck	Convencional	   4.917,00 
978505	Truck	Convencional	   4.578,00 
868838	Truck	Convencional	   3.514,00 
901148	Truck	Convencional	   6.492,00 
459545	Truck	Convencional	   7.016,40 
602389	Truck	Convencional	   6.435,60 
316139	Truck	Convencional	   3.088,00 
317217	Truck	Convencional	   3.761,00 
607756	Truck	Convencional	   7.102,80 
371063	Truck	Convencional	   7.197,60 
235571	Truck	Convencional	   3.186,00 
140725	Truck	Convencional	   4.629,00 
320551	Truck	Convencional	   5.786,40 
695413	Truck	Convencional	   5.697,60 
135882	Truck	Convencional	   4.499,00 
234550	Truck	Convencional	   3.795,60 
911079	Truck	Convencional	   3.652,80 
737504	Truck	Convencional	   4.482,00 
388721	Truck	Convencional	   3.712,80 
854246	Truck	Convencional	   4.848,00 
106944	Truck	Convencional	   3.385,00 
426182	Truck	Convencional	   5.838,00 
215459	Truck	Convencional	   5.284,00 
165473	Truck	Convencional	   5.718,00 
645442	Truck	Convencional	   4.172,40 
362225	Truck	Convencional	   3.441,00 
718011	Truck	Convencional	   3.176,00 
152877	Truck	Convencional	   5.927,00 
426380	Truck	Convencional	   6.692,40 
255492	Truck	Convencional	   4.033,20 
526095	Truck	Convencional	   4.901,00 
469113	Truck	Convencional	   4.873,20 
912969	Truck	Convencional	   6.919,20 
372833	Truck	Convencional	   5.363,00 
284941	Truck	Convencional	   4.786,80 
993062	Truck	Convencional	   4.018,00 
492501	Truck	Convencional	   4.042,00 
854093	Truck	Convencional	   3.361,00 
345947	Truck	Convencional	   3.181,00 
769158	Truck	Convencional	   3.828,00 
906453	Truck	Convencional	   5.787,60 
257344	Truck	Convencional	   5.260,00 
379725	Truck	Convencional	   4.969,20 
459107	Truck	Convencional	   4.151,00 
211419	Truck	Convencional	   4.784,00 
784293	Truck	Convencional	   5.584,00 
358701	Truck	Convencional	   4.681,00 
593447	Truck	Convencional	   3.682,00 
113473	Truck	Convencional	   5.665,00 
286380	Truck	Convencional	   3.620,40 
903881	Truck	Convencional	   5.047,00 
734449	Truck	Convencional	   3.732,00 
439901	Truck	Convencional	   5.139,00 
620134	Truck	Convencional	   4.435,20 
154309	Truck	Convencional	   4.526,00 
170022	Truck	Convencional	   4.029,00 
350951	Truck	Convencional	   5.609,00 
259281	Truck	Convencional	   4.694,40 
984354	Truck	Convencional	   4.546,80 
955530	Truck	Convencional	   4.232,00 
641371	Truck	Convencional	   4.436,40 
409104	Truck	Convencional	   5.433,00 
767854	Truck	Convencional	   5.662,00 
392872	Truck	Convencional	   3.701,00 
589769	Truck	Convencional	   3.884,00 
246402	Truck	Convencional	   6.597,60 
401034	Truck	Convencional	   4.010,40 
978537	Truck	Convencional	   5.106,00 
204180	Truck	Convencional	   4.208,40 
488469	Truck	Convencional	   4.966,80 
598570	Truck	Convencional	   4.419,60 
153913	Truck	Convencional	   5.316,00 
736274	Truck	Convencional	   7.108,80 
433732	Truck	Convencional	   5.388,00 
414384	Truck	Convencional	   4.178,00 
644989	Truck	Convencional	   4.665,00 
592557	Truck	Convencional	   4.641,60 
287314	Truck	Convencional	   4.126,80 
709762	Truck	Convencional	   4.089,60 
870681	Truck	Convencional	   3.848,00 
259348	Truck	Convencional	   6.591,60 
802732	Truck	Convencional	   3.120,00 
569172	Truck	Convencional	   4.471,20 
983904	Truck	Convencional	   5.332,80 
427408	Truck	Convencional	   4.178,00 
667761	Truck	Convencional	   5.022,00 
153180	Truck	Convencional	   6.771,60 
246853	Truck	Convencional	   4.580,40 
555860	Truck	Convencional	   3.848,00 
122455	Truck	Convencional	   4.516,00 
978218	Truck	Convencional	   4.259,00 
144414	Truck	Convencional	   3.504,00 
116996	Truck	Convencional	   5.582,00 
981414	Truck	Convencional	   4.154,40 
526257	Truck	Convencional	   7.042,80 
674520	Truck	Convencional	   4.683,00 
756603	Truck	Convencional	   6.288,00 
359521	Truck	Convencional	   4.032,00 
751584	Truck	Convencional	   4.530,00 
284963	Truck	Convencional	   5.641,20 
714146	Truck	Convencional	   5.870,40 
593076	Truck	Convencional	   4.013,00 
358721	Truck	Convencional	   5.971,00 
540238	Truck	Convencional	   4.801,20 
189246	Truck	Convencional	   4.063,20 
639845	Truck	Convencional	   3.816,00 
304918	Truck	Convencional	   6.508,80 
155364	Truck	Convencional	   3.918,00 
138283	Truck	Convencional	   4.747,20 
764526	Truck	Convencional	   5.879,00 
533498	Truck	Convencional	   5.606,40 
998917	Truck	Convencional	   6.145,20 
267949	Truck	Convencional	   3.581,00 
461310	Truck	Convencional	   6.001,20 
866187	Truck	Convencional	   4.942,80 
248731	Truck	Convencional	   3.652,80 
401268	Truck	Convencional	   6.184,80 
831014	Truck	Convencional	   4.849,20 
409078	Truck	Convencional	   5.481,60 
582256	Truck	Convencional	   3.816,00 
316980	Truck	Convencional	   4.676,00 
405553	Truck	Convencional	   3.577,00 
543120	Truck	Convencional	   3.203,00 
160136	Truck	Convencional	   5.403,00 
562409	Truck	Convencional	   4.851,00 
628849	Truck	Convencional	   4.739,00 
338021	Truck	Convencional	   3.707,00 
709116	Truck	Convencional	   5.612,00 
612683	Truck	Convencional	   6.414,00 
979584	Truck	Convencional	   3.890,40 
412672	Truck	Convencional	   3.425,00 
400374	Truck	Convencional	   5.717,00 
131973	Truck	Convencional	   5.953,20 
555718	Truck	Convencional	   5.176,00 
610511	Truck	Convencional	   4.266,00 
698086	Truck	Convencional	   3.189,00 
569911	Truck	Convencional	   5.586,00 
932485	Truck	Convencional	   3.969,60 
626988	Truck	Convencional	   4.970,40 
856007	Truck	Convencional	   4.684,80 
187918	Truck	Convencional	   5.561,00 
396214	Truck	Convencional	   4.547,00 
415232	Truck	Convencional	   6.176,40 
784732	Truck	Convencional	   4.307,00 
731637	Truck	Convencional	   3.886,80 
826224	Truck	Convencional	   3.765,00 
926783	Truck	Convencional	   5.584,00 
935780	Truck	Convencional	   5.261,00 
367770	Truck	Convencional	   4.076,00 
899718	Truck	Convencional	   5.477,00 
910376	Truck	Convencional	   5.900,00 
644573	Truck	Convencional	   3.672,00 
657181	Truck	Convencional	   4.392,00 
589265	Truck	Convencional	   4.391,00 
229732	Truck	Convencional	   3.831,60 
597103	Truck	Convencional	   5.050,80 
437830	Truck	Convencional	   4.609,00 
258095	Truck	Convencional	   5.946,00 
495183	Truck	Convencional	   7.016,40 
843972	Truck	Convencional	   5.150,40 
127773	Truck	Convencional	   5.914,00 
637816	Truck	Convencional	   6.868,80 
736052	Truck	Convencional	   5.251,00 
806270	Truck	Convencional	   5.831,00 
323465	Truck	Convencional	   6.837,60 
127919	Truck	Convencional	   5.856,00 
852209	Truck	Convencional	   5.671,20 
763192	Truck	Convencional	   5.917,00 
870741	Truck	Convencional	   5.241,60 
407017	Truck	Convencional	   4.189,00 
840975	Truck	Convencional	   5.159,00 
664957	Truck	Convencional	   6.054,00 
495243	Truck	Convencional	   6.465,60 
437788	Truck	Convencional	   3.911,00 
191846	Truck	Convencional	   5.283,00 
897780	Truck	Convencional	   5.900,00 
958739	Truck	Convencional	   4.557,60 
637475	Truck	Convencional	   3.615,60 
363921	Truck	Convencional	   4.890,00 
199737	Truck	Convencional	   3.576,00 
417257	Truck	Convencional	   4.440,00 
251294	Truck	Convencional	   3.320,00 
690879	Truck	Convencional	   3.363,00 
822186	Truck	Convencional	   3.797,00 
918684	Truck	Convencional	   6.242,40 
188853	Truck	Convencional	   5.394,00 
237356	Truck	Convencional	   3.550,00 
154804	Truck	Convencional	   5.980,00 
710585	Truck	Convencional	   5.215,20 
165960	Truck	Convencional	   6.342,00 
173569	Truck	Convencional	   3.642,00 
143428	Truck	Convencional	   3.991,00 
655077	Truck	Convencional	   3.988,00 
175830	Truck	Convencional	   3.337,00 
994566	Truck	Convencional	   4.122,00 
804274	Truck	Convencional	   4.001,00 
189065	Truck	Convencional	   3.065,00 
204907	Truck	Convencional	   7.059,60 
701888	Truck	Convencional	   5.902,00 
189060	Truck	Convencional	   4.611,00 
548530	Truck	Convencional	   3.199,00 
163747	Truck	Convencional	   3.497,00 
686830	Truck	Convencional	   4.384,00 
774199	Truck	Convencional	   4.045,00 
684826	Truck	Convencional	   5.224,00 
460104	Truck	Convencional	   5.829,00 
838719	Truck	Convencional	   4.742,40 
476951	Truck	Convencional	   3.935,00 
671756	Truck	Convencional	   3.852,00 
473537	Truck	Convencional	   7.077,60 
195272	Truck	Convencional	   4.721,00 
444756	Truck	Convencional	   7.099,20 
107304	Truck	Convencional	   5.550,00 
555227	Truck	Convencional	   3.426,00 
143432	Truck	Convencional	   5.106,00 
902615	Truck	Convencional	   5.168,00 
437739	Truck	Convencional	   4.278,00 
390748	Truck	Convencional	   4.826,00 
649523	Truck	Convencional	   4.852,80 
470929	Truck	Convencional	   3.943,00 
110410	Truck	Convencional	   4.935,00 
591334	Truck	Convencional	   3.447,00 
810251	Truck	Convencional	   4.146,00 
908084	Truck	Convencional	   4.815,00 
855800	Truck	Convencional	   3.707,00 
554535	Truck	Convencional	   4.958,40 
979797	Truck	Convencional	   4.369,20 
900159	Truck	Convencional	   4.067,00 
867707	Truck	Convencional	   4.879,00 
940476	Truck	Convencional	   5.389,00 
726433	Truck	Convencional	   3.936,00 
372178	Truck	Convencional	   4.472,40 
383277	Truck	Convencional	   5.526,00 
256417	Truck	Convencional	   5.098,00 
853157	Truck	Convencional	   3.118,00 
134760	Truck	Convencional	   4.160,00 
625573	Truck	Convencional	   5.252,40 
823247	Truck	Convencional	   5.621,00 
336074	Truck	Convencional	   3.737,00 
676965	Truck	Convencional	   4.455,00 
596420	Truck	Convencional	   3.637,20 
558548	Truck	Convencional	   5.925,00 
690209	Truck	Convencional	   4.028,40 
504242	Truck	Convencional	   4.335,00 
743175	Truck	Convencional	   7.006,80 
594079	Truck	Convencional	   3.915,00 
466698	Truck	Convencional	   5.206,00 
213543	Truck	Convencional	   4.160,00 
140159	Truck	Convencional	   5.866,00 
216241	Truck	Convencional	   4.344,00 
444624	Truck	Convencional	   3.158,00 
672892	Truck	Convencional	   4.809,00 
680229	Truck	Convencional	   3.525,00 
423565	Truck	Convencional	   4.833,60 
935671	Truck	Convencional	   3.129,00 
695565	Truck	Convencional	   5.170,80 
886034	Truck	Convencional	   6.067,20 
282879	Truck	Convencional	   3.888,00 
249512	Truck	Convencional	   3.932,00 
535839	Truck	Convencional	   4.738,00 
595986	Truck	Convencional	   5.870,00 
593835	Truck	Convencional	   5.196,00 
766896	Truck	Convencional	   5.380,00 
768286	Truck	Convencional	   5.490,00 
625770	Truck	Convencional	   5.472,00 
382986	Truck	Convencional	   3.623,00 
812635	Truck	Convencional	   5.362,80 
568166	Truck	Convencional	   5.977,20 
369492	Truck	Convencional	   3.322,00 
234568	Truck	Convencional	   5.907,60 
230267	Truck	Convencional	   4.305,00 
215529	Truck	Convencional	   3.138,00 
218016	Truck	Convencional	   5.079,60 
832409	Truck	Convencional	   5.253,00 
180897	Truck	Convencional	   3.226,00 
738932	Truck	Convencional	   4.384,80 
849989	Truck	Convencional	   6.637,20 
714970	Truck	Convencional	   4.508,40 
838062	Truck	Convencional	   5.464,00 
241964	Truck	Convencional	   5.622,00 
196319	Truck	Convencional	   4.507,00 
302740	Truck	Convencional	   5.985,00 
843304	Truck	Convencional	   5.901,00 
144198	Truck	Convencional	   5.114,00 
458358	Truck	Convencional	   4.088,40 
996930	Truck	Convencional	   5.226,00 
914596	Truck	Convencional	   3.889,20 
314219	Truck	Convencional	   6.175,20 
742918	Truck	Convencional	   4.504,00 
402111	Truck	Convencional	   6.151,20 
864376	Truck	Convencional	   6.540,00 
841587	Truck	Convencional	   5.854,00 
316227	Truck	Convencional	   5.334,00 
361880	Truck	Convencional	   3.755,00 
474221	Truck	Convencional	   3.704,40 
872194	Truck	Convencional	   5.751,60 
127348	Truck	Convencional	   7.131,60 
739941	Truck	Convencional	   5.839,20 
181491	Truck	Convencional	   5.979,60 
253885	Truck	Convencional	   3.398,00 
714246	Truck	Convencional	   6.082,80 
199802	Truck	Convencional	   5.065,20 
139387	Truck	Convencional	   4.001,00 
259916	Truck	Convencional	   4.910,00 
597798	Truck	Convencional	   5.258,40 
625282	Truck	Convencional	   3.357,00 
677728	Truck	Convencional	   5.705,00 
307583	Truck	Convencional	   5.241,60 
719154	Truck	Convencional	   5.395,00 
778280	Truck	Convencional	   5.971,20 
802880	Truck	Convencional	   4.073,00 
201147	Truck	Convencional	   6.717,60 
730391	Truck	Convencional	   3.413,00 
704789	Truck	Convencional	   4.627,00 
471179	Truck	Convencional	   7.110,00 
518799	Truck	Convencional	   4.169,00 
954243	Truck	Convencional	   5.271,00 
298343	Truck	Convencional	   4.085,00 
705344	Truck	Convencional	   3.358,00 
989949	Truck	Convencional	   4.650,00 
636997	Truck	Convencional	   5.562,00 
559675	Truck	Convencional	   6.157,20 
321758	Truck	Convencional	   4.893,00 
698209	Truck	Convencional	   4.472,00 
209749	Truck	Convencional	   3.759,00 
108709	Truck	Convencional	   5.498,00 
702456	Truck	Convencional	   4.611,60 
819202	Truck	Convencional	   3.547,00 
268822	Truck	Convencional	   4.196,40 
259230	Truck	Convencional	   6.488,40 
936263	Truck	Convencional	   5.935,00 
814480	Truck	Convencional	   5.960,00 
220110	Truck	Convencional	   6.348,00 
554598	Truck	Convencional	   4.477,20 
711639	Truck	Convencional	   5.364,00 
300270	Truck	Convencional	   5.528,40 
292197	Truck	Convencional	   5.512,00 
742162	Truck	Convencional	   4.269,00 
641660	Truck	Convencional	   5.906,00 
899073	Truck	Convencional	   4.492,80 
987100	Truck	Convencional	   5.400,00 
247327	Truck	Convencional	   3.765,60 
779750	Truck	Convencional	   4.358,40 
290243	Truck	Convencional	   3.804,00 
528467	Truck	Convencional	   4.780,00 
273292	Truck	Convencional	   3.644,00 
987431	Truck	Convencional	   3.041,00 
109420	Truck	Convencional	   3.596,00 
465055	Truck	Convencional	   4.452,00 
918202	Truck	Convencional	   5.786,40 
714694	Truck	Convencional	   5.238,00 
845200	Truck	Convencional	   4.538,00 
217583	Truck	Convencional	   3.748,00 
649852	Truck	Convencional	   3.185,00 
236316	Truck	Convencional	   5.091,00 
617410	Truck	Convencional	   5.533,00 
106447	Truck	Convencional	   5.837,00 
806356	Truck	Convencional	   4.365,00 
258113	Truck	Convencional	   4.861,00 
248745	Truck	Convencional	   3.812,40 
614585	Truck	Convencional	   5.471,00 
734728	Truck	Convencional	   5.085,00 
322456	Truck	Convencional	   5.965,00 
758021	Truck	Convencional	   6.729,60 
811446	Truck	Convencional	   4.886,40 
260432	Truck	Convencional	   5.972,40 
899223	Truck	Convencional	   6.188,40 
333200	Truck	Convencional	   6.049,20 
126736	Truck	Convencional	   4.693,00 
943355	Truck	Convencional	   4.624,80 
908381	Truck	Convencional	   6.248,40 
420487	Truck	Convencional	   4.651,00 
993151	Truck	Convencional	   6.642,00 
646191	Truck	Convencional	   3.265,00 
197916	Truck	Convencional	   4.822,00 
698720	Truck	Convencional	   5.845,00 
355745	Truck	Convencional	   6.070,80 
985026	Truck	Convencional	   5.090,00 
269782	Truck	Convencional	   6.640,80 
541744	Truck	Convencional	   5.791,00 
556194	Truck	Convencional	   3.073,00 
724545	Truck	Convencional	   4.254,00 
753084	Truck	Convencional	   5.701,00 
112757	Truck	Convencional	   3.654,00 
336187	Truck	Convencional	   4.495,20 
394464	Truck	Convencional	   5.310,00 
372413	Truck	Convencional	   4.145,00 
137358	Truck	Convencional	   3.892,80 
740259	Truck	Convencional	   4.799,00 
146064	Truck	Convencional	   7.075,20 
941464	Truck	Convencional	   4.676,00 
208828	Truck	Convencional	   6.649,20 
858890	Truck	Convencional	   5.075,00 
798268	Truck	Convencional	   3.691,00 
205615	Truck	Convencional	   4.807,20 
192431	Truck	Convencional	   5.914,80 
495662	Truck	Convencional	   5.834,40 
737804	Truck	Convencional	   3.118,00 
840046	Truck	Convencional	   6.746,40 
304883	Truck	Convencional	   3.647,00 
451674	Truck	Convencional	   4.750,00 
299918	Truck	Convencional	   3.033,00 
905446	Truck	Convencional	   4.820,00 
238032	Truck	Convencional	   4.485,00 
336582	Truck	Convencional	   6.159,60 
107971	Truck	Convencional	   5.904,00 
210892	Truck	Convencional	   5.208,00 
155663	Truck	Convencional	   5.847,60 
832072	Truck	Convencional	   4.008,00 
486127	Truck	Convencional	   4.272,00 
785446	Truck	Convencional	   5.369,00 
676605	Truck	Convencional	   5.943,00 
519404	Truck	Convencional	   6.854,40 
122749	Truck	Convencional	   6.373,20 
354916	Truck	Convencional	   4.096,80 
833766	Truck	Convencional	   4.104,00 
462125	Truck	Convencional	   7.164,00 
767534	Truck	Convencional	   4.343,00 
335821	Truck	Convencional	   4.942,00 
380522	Truck	Convencional	   4.673,00 
259043	Truck	Convencional	   5.190,00 
623646	Truck	Convencional	   5.839,20 
908752	Truck	Convencional	   5.118,00 
715555	Truck	Convencional	   6.969,60 
115223	Truck	Convencional	   3.560,00 
746636	Truck	Convencional	   4.260,00 
353875	Truck	Convencional	   3.281,00 
861160	Truck	Convencional	   4.426,80 
494925	Truck	Convencional	   6.664,80 
896840	Truck	Convencional	   4.570,00 
547934	Truck	Convencional	   5.518,80 
271835	Truck	Convencional	   4.885,20 
888487	Truck	Convencional	   4.499,00 
557712	Truck	Convencional	   5.702,40 
413312	Truck	Convencional	   5.019,60 
202939	Truck	Convencional	   6.680,40 
324251	Truck	Convencional	   3.360,00 
739261	Truck	Convencional	   4.223,00 
781894	Truck	Convencional	   4.740,00 
125506	Truck	Convencional	   3.767,00 
275742	Truck	Convencional	   3.697,20 
157621	Truck	Convencional	   4.640,00 
465789	Truck	Convencional	   5.011,20 
974228	Truck	Convencional	   5.594,00 
187936	Truck	Convencional	   5.971,00 
104752	Truck	Convencional	   6.451,20 
908502	Truck	Convencional	   5.131,20 
626564	Truck	Convencional	   5.350,80 
425010	Truck	Convencional	   4.203,00 
612195	Truck	Convencional	   5.067,00 
624248	Truck	Convencional	   4.487,00 
565445	Truck	Convencional	   4.071,00 
415070	Truck	Convencional	   4.644,00 
353022	Truck	Convencional	   4.435,00 
468624	Truck	Convencional	   4.461,00 
943054	Truck	Convencional	   3.644,40 
815016	Truck	Convencional	   3.888,00 
379793	Truck	Convencional	   3.040,00 
227105	Truck	Convencional	   5.886,00 
223200	Truck	Convencional	   6.206,40 
426026	Truck	Convencional	   6.710,40 
531386	Truck	Convencional	   4.593,00 
776146	Truck	Convencional	   5.206,00 
883995	Truck	Convencional	   4.429,20 
139456	Truck	Convencional	   5.881,00 
766979	Truck	Convencional	   5.235,00 
211555	Truck	Convencional	   4.914,00 
403240	Truck	Convencional	   4.024,80 
933824	Truck	Convencional	   4.233,00 
228099	Truck	Convencional	   3.027,00 
589292	Truck	Convencional	   5.960,40 
512726	Truck	Convencional	   4.557,00 
789082	Truck	Convencional	   5.999,00 
172489	Truck	Convencional	   6.639,60 
940074	Truck	Convencional	   4.538,40 
961055	Truck	Convencional	   3.809,00 
406190	Truck	Convencional	   4.023,60 
606336	Truck	Convencional	   3.876,00 
710385	Truck	Convencional	   3.406,00 
482717	Truck	Convencional	   6.830,40 
460220	Truck	Convencional	   5.278,00 
476935	Truck	Convencional	   5.401,00 
712845	Truck	Convencional	   5.988,00 
122335	Truck	Convencional	   4.910,40 
427677	Truck	Convencional	   5.005,00 
150810	Truck	Convencional	   4.620,00 
918281	Truck	Convencional	   7.006,80 
936260	Truck	Convencional	   4.804,00 
765803	Truck	Convencional	   6.445,20 
923710	Truck	Convencional	   4.929,60 
496452	Truck	Convencional	   4.801,00 
924324	Truck	Convencional	   4.102,00 
816741	Truck	Convencional	   4.398,00 
225900	Truck	Convencional	   4.280,40 
795128	Truck	Convencional	   4.536,00 
558936	Truck	Convencional	   4.752,00 
178688	Truck	Convencional	   3.950,00 
986285	Truck	Convencional	   5.892,00 
985746	Truck	Convencional	   4.158,00 
364921	Truck	Convencional	   5.107,20 
517223	Truck	Convencional	   3.078,00 
977247	Truck	Convencional	   5.794,00 
764450	Truck	Convencional	   3.481,00 
426073	Truck	Convencional	   5.129,00 
326574	Truck	Convencional	   4.386,00 
634801	Truck	Convencional	   5.632,00 
913657	Truck	Convencional	   4.485,60 
168430	Truck	Convencional	   4.997,00 
154629	Truck	Convencional	   6.398,40 
662478	Truck	Convencional	   4.164,00 
769480	Truck	Convencional	   4.702,00 
587902	Truck	Convencional	   4.327,00 
907902	Truck	Convencional	   5.400,00 
340656	Truck	Convencional	   3.730,00 
537757	Truck	Convencional	   4.682,40 
708688	Truck	Convencional	   6.526,80 
277186	Truck	Convencional	   3.439,00 
995351	Truck	Convencional	   6.942,00 
690110	Truck	Convencional	   6.454,80 
968569	Truck	Convencional	   5.982,00 
605201	Truck	Convencional	   5.544,00 
887644	Truck	Convencional	   5.270,40 
834052	Truck	Convencional	   3.621,60 
174972	Truck	Convencional	   5.054,00 
596341	Truck	Convencional	   5.334,00 
358407	Truck	Convencional	   3.604,00 
391972	Truck	Convencional	   4.410,00 
135261	Truck	Convencional	   3.120,00 
258217	Truck	Convencional	   4.225,20 
504059	Truck	Convencional	   4.182,00 
801860	Truck	Convencional	   6.981,60 
530399	Truck	Convencional	   5.528,40 
195176	Truck	Convencional	   4.228,00 
402929	Truck	Convencional	   4.938,00 
572559	Truck	Convencional	   4.276,00 
497959	Truck	Convencional	   4.466,00 
997362	Truck	Convencional	   4.808,40 
776075	Truck	Convencional	   5.099,00 
737378	Truck	Convencional	   6.555,60 
384749	Truck	Convencional	   4.036,00 
610831	Truck	Convencional	   6.816,00 
460484	Truck	Convencional	   6.019,20 
799080	Truck	Convencional	   3.947,00 
968511	Truck	Convencional	   5.231,00 
813075	Truck	Convencional	   4.273,00 
300082	Truck	Convencional	   3.086,00 
526769	Truck	Convencional	   5.877,60 
415255	Truck	Convencional	   3.148,00 
390532	Truck	Convencional	   4.765,00 
